Quarter,Series,Measure,Inflation adjustment,Seasonality adjustment,Industry,Industry Code,Value,Value Unit,Value Label,Null Reason,Metadata 1
2001 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",7899.7,nzd,NZD millions (current prices),
2001 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",7937.5,nzd,NZD millions (current prices),
2001 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",9512.2,nzd,NZD millions (current prices),
2002 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",8503.7,nzd,NZD millions (current prices),
2002 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",8530,nzd,NZD millions (current prices),
2002 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",8650.3,nzd,NZD millions (current prices),
2002 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",10179.8,nzd,NZD millions (current prices),
2003 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",8924.6,nzd,NZD millions (current prices),
2003 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",8840.5,nzd,NZD millions (current prices),
2003 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",8937.8,nzd,NZD millions (current prices),
2003 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",10746,nzd,NZD millions (current prices),
2004 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",9660.6,nzd,NZD millions (current prices),
2004 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",9478.1,nzd,NZD millions (current prices),
2004 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",9759.4,nzd,NZD millions (current prices),
2004 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",11474.3,nzd,NZD millions (current prices),
2005 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",10283.6,nzd,NZD millions (current prices),
2005 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",10148,nzd,NZD millions (current prices),
2005 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",10379.9,nzd,NZD millions (current prices),
2005 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",12208.9,nzd,NZD millions (current prices),
2006 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",11129,nzd,NZD millions (current prices),
2006 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",10841.2,nzd,NZD millions (current prices),
2006 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",11062.4,nzd,NZD millions (current prices),
2006 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",13177.6,nzd,NZD millions (current prices),
2007 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",12160.3,nzd,NZD millions (current prices),
2007 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",11694.9,nzd,NZD millions (current prices),
2007 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",11564.8,nzd,NZD millions (current prices),
2007 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",13386.5,nzd,NZD millions (current prices),
2008 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",12174,nzd,NZD millions (current prices),
2008 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",11558.5,nzd,NZD millions (current prices),
2008 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",11671.8,nzd,NZD millions (current prices),
2008 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",13548.7,nzd,NZD millions (current prices),
2009 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",12038.1,nzd,NZD millions (current prices),
2009 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",11888.2,nzd,NZD millions (current prices),
2009 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",12153.6,nzd,NZD millions (current prices),
2009 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",14070.6,nzd,NZD millions (current prices),
2010 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",12537.5,nzd,NZD millions (current prices),
2010 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",12213.1,nzd,NZD millions (current prices),
2010 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",12392.1,nzd,NZD millions (current prices),
2010 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",14158,nzd,NZD millions (current prices),
2011 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",12796,nzd,NZD millions (current prices),
2011 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",12545.2,nzd,NZD millions (current prices),
2011 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",12867.9,nzd,NZD millions (current prices),
2011 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",15018,nzd,NZD millions (current prices),
2012 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",13370.7,nzd,NZD millions (current prices),
2012 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",13031.6,nzd,NZD millions (current prices),
2012 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",13006.1,nzd,NZD millions (current prices),
2012 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",15196.4,nzd,NZD millions (current prices),
2013 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",13660.9,nzd,NZD millions (current prices),
2013 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",13533.5,nzd,NZD millions (current prices),
2013 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",13514.8,nzd,NZD millions (current prices),
2013 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",15798.4,nzd,NZD millions (current prices),
2014 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",14140.4,nzd,NZD millions (current prices),
2014 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",13978.5,nzd,NZD millions (current prices),
2014 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",14099.2,nzd,NZD millions (current prices),
2014 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",16667,nzd,NZD millions (current prices),
2015 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",15176.9,nzd,NZD millions (current prices),
2015 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",14761.8,nzd,NZD millions (current prices),
2015 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",14859.6,nzd,NZD millions (current prices),
2015 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",17553,nzd,NZD millions (current prices),
2016 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",16002,nzd,NZD millions (current prices),
2016 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",15796.4,nzd,NZD millions (current prices),
2016 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",15741,nzd,NZD millions (current prices),
2016 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",18565.2,nzd,NZD millions (current prices),
2017 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",16963.2,nzd,NZD millions (current prices),
2017 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",16767.7,nzd,NZD millions (current prices),
2017 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",16685.3,nzd,NZD millions (current prices),
2017 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",19714.7,nzd,NZD millions (current prices),
2018 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",17740.7,nzd,NZD millions (current prices),
2018 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",17500.1,nzd,NZD millions (current prices),
2018 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",17250.3,nzd,NZD millions (current prices),
2018 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",20684.5,nzd,NZD millions (current prices),
2019 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",18479,nzd,NZD millions (current prices),
2019 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",18181.7,nzd,NZD millions (current prices),
2019 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",18240.9,nzd,NZD millions (current prices),
2019 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",21512.6,nzd,NZD millions (current prices),
2020 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",19457.3,nzd,NZD millions (current prices),
2020 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",16034.6,nzd,NZD millions (current prices),
2020 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",19731.9,nzd,NZD millions (current prices),
2020 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",22650,nzd,NZD millions (current prices),
2021 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",20381.3,nzd,NZD millions (current prices),
2021 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",21159.5,nzd,NZD millions (current prices),
2021 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",19458.5,nzd,NZD millions (current prices),
2021 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",24339,nzd,NZD millions (current prices),
2022 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",21753.6,nzd,NZD millions (current prices),
2022 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",21908.7,nzd,NZD millions (current prices),
2022 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",22216.4,nzd,NZD millions (current prices),
2022 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",25776.9,nzd,NZD millions (current prices),
2023 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",23177.3,nzd,NZD millions (current prices),
2023 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",22719.5,nzd,NZD millions (current prices),
2023 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",22725.9,nzd,NZD millions (current prices),
2023 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",25988.4,nzd,NZD millions (current prices),
2024 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",23519.5,nzd,NZD millions (current prices),
2024 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",22635,nzd,NZD millions (current prices),
2024 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",22344.4,nzd,NZD millions (current prices),
2024 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",26363.7,nzd,NZD millions (current prices),
2025 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",23925.2,nzd,NZD millions (current prices),
2001 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Total stocks,Current,Actual,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",3043.7,nzd,NZD millions (current prices),
1995 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",6527.4,nzd,NZD millions (current prices),
1995 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",6551.4,nzd,NZD millions (current prices),
1996 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",6608.8,nzd,NZD millions (current prices),
1996 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",6727.6,nzd,NZD millions (current prices),
1996 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",6767.3,nzd,NZD millions (current prices),
1996 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",6790.8,nzd,NZD millions (current prices),
1997 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",6788.7,nzd,NZD millions (current prices),
1997 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",6905.1,nzd,NZD millions (current prices),
1997 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",6939.8,nzd,NZD millions (current prices),
1997 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",6955.4,nzd,NZD millions (current prices),
1998 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",6934.4,nzd,NZD millions (current prices),
1998 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",6939.6,nzd,NZD millions (current prices),
1998 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",6930.9,nzd,NZD millions (current prices),
1998 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",7071.8,nzd,NZD millions (current prices),
1999 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",7284,nzd,NZD millions (current prices),
1999 Q2,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",7392.8,nzd,NZD millions (current prices),
1999 Q3,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",7526.7,nzd,NZD millions (current prices),
1999 Q4,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",7593.1,nzd,NZD millions (current prices),
2000 Q1,"Sales and stocks by industry, in current and constant prices (SAFC)",Sales (operating income),Current,Seasonally adjusted,"Core retail trade, accommodation and food services","G41,G42,G43,H44,H45",7604.1,nzd,NZD millions (current prices),
